num_opportunities,EMP_2016,EMP_2016,,ERP_2016,,,TZ16_CODE,,TZ16_NAME,Tz16_Area,,,,,,,
3950,85.54903892,85.54903892,0,90.42064785,1.68E-03,,3950,YES,Marsden Park_Clydesdale Dairy,2937935.643,0,,,,,,
3951,215.4795645,215.4795645,0,201.3115428,9.44E-03,,3951,YES,Riverstone,1720157.642,0,,,,,,
3952,1550.737224,1550.737224,0,29.974464,1.01E-02,,3952,YES,Schofields_Boundary Rd and Gordon Rd,645806.4613,0,,,,,,
3953,1105.867658,1105.867658,0,1756.189062,4.23E-01,,3953,YES,Schofields Park,1480340.171,0,,,,,,
3954,124.7479496,124.7479496,0,131.1888992,3.56E-03,,3954,YES,Marsden Park Public School,898091.3752,0,,,,,,
3955,451.5938754,451.5938754,0,209.5252396,2.06E-02,,3955,YES,Schofields_Vine St East and Carnarvon Rd,1177074.204,0,,,,,,
3956,1363.052098,1363.052098,0,128.2386112,3.81E-02,,3956,YES,Marsden Park,4166714.352,0,,,,,,
3957,595.9176669,595.9176669,0,647.3385321,8.40E-02,,3957,YES,Schofields_St Josephs,1232822.16,0,,,,,,
3958,1005.928928,1005.928928,0,367.0755926,8.04E-02,,3958,YES,Schofields_Pelican Rd and Burdekin Rd,1406143.955,0,,,,,,
3959,651.6927701,651.6927701,0,739.2780026,1.05E-01,,3959,YES,Schofields_St Josephs catholic Primary School,1133364.292,0,,,,,,
3960,1264.698422,1264.698422,0,1156.493735,3.18E-01,,3960,YES,Schofields_Fire Station,680997.1084,0,,,,,,
3961,24.3808327,24.3808327,0,81.47898421,4.33E-04,,3961,YES,Glengarrie Trial Track,2024807.297,0,,,,,,
3962,387.4416004,387.4416004,0,179.8562741,1.52E-02,,3962,YES,Blacktown Equestrian Centre,1852527.643,0,,,,,,
3963,276.8955357,276.8955357,0,4.68E-05,2.82E-09,,3963,YES,Schofields_New Station,956691.7965,0,,,,,,
3964,337.2690276,337.2690276,0,240.2421991,1.76E-02,,3964,YES,Grange Avenue Reserve,2356942.973,0,,,,,,
3965,213.0340305,213.0340305,0,419.4228052,1.95E-02,,3965,YES,Shanes Park_Shane Park Rd and Whites Rd,3158656.408,0,,,,,,
3966,18.19375828,18.19375828,0,4.68E-05,1.85E-10,,3966,YES,Shanes Park_AirServices Australia,2742560.519,0,,,,,,
3967,18.80270185,18.80270185,0,4.68E-05,1.92E-10,,3967,YES,Shanes Park,2834355.447,0,,,,,,
3968,1140.168873,1140.168873,0,278.9083374,6.92E-02,,3968,YES,Marsden Park_Al-Masjid Bait-Ul Huda Mosque,4900785.943,0,,,,,,
3969,54.91626947,54.91626947,0,4.68E-05,5.60E-10,,3969,YES,Former Schofields Aerodrome,1396254.625,0,,,,,,
3970,307.5075947,307.5075947,0,1983.999829,1.33E-01,,3970,YES,Stonecutters Ridge Golf Course,3410977.996,0,,,,,,
3971,57.01548444,57.01548444,0,103.063915,1.28E-03,,3971,YES,Rouse Hill_Tallawong Rd and Guntawong Rd,715030.8583,0,,,,,,
3972,1805.259291,1805.259291,0,18.5709351,7.30E-03,,3972,YES,Rouse Hill_Gordon Rd and Oak St,680066.7942,0,,,,,,
3973,2092.300958,2092.300958,0,32.37995935,1.48E-02,,3973,YES,Rouse Hill_Bella Parade and Barbola St,309722.5666,0,,,,,,
3974,401.8385908,401.8385908,0,30.89682433,2.70E-03,,3974,YES,Schofields_First Ponds Creek,665678.1587,0,,,,,,
4000,5799.954015,5799.954015,0,4403.071525,5.56E+00,,4000,YES,Bidwill High School,1510036.326,0,,,,,,
4001,1976.461888,1976.461888,0,3536.421129,1.52E+00,,4001,YES,Blackett,1061254.135,0,,,,,,
4002,4419.743221,4419.743221,0,2695.558801,2.59E+00,,4002,YES,Blackett Heights Reserve,670757.3195,0,,,,,,
4003,1648.487809,1648.487809,0,2312.930636,8.30E-01,,4003,YES,Emerton Village Shopping Centre,894063.3935,0,,,,,,
4004,5301.598852,5301.598852,0,2847.533919,3.29E+00,,4004,YES,Mount Druitt High School,939904.228,0,,,,,,
4005,5888.094781,5888.094781,0,3152.48399,4.04E+00,,4005,YES,Hebersham Primary School,1007228.221,0,,,,,,
4008,1289.558135,1289.558135,0,3316.777985,9.31E-01,,4008,YES,Dean Park Shopping Centre,1568088.405,0,,,,,,
4009,4018.730359,4018.730359,0,3046.784368,2.67E+00,,4009,YES,Glendenning Public School,712225.1988,0,,,,,,
4010,4018.730359,4018.730359,0,2263.268028,1.98E+00,,4010,YES,Glendenning,716622.6769,0,,,,,,
4011,6450.49332,6450.49332,0,18.16953786,2.55E-02,,4011,YES,Blacktown City Canine Centre,1243926.272,0,,,,,,
4012,6623.147586,6623.147586,0,8.22E-05,1.19E-07,,4012,YES,Glendenning Industrial Area_Glendenning Rd and Kilto Cr,892587.7317,0,,,,,,
4015,1432.96311,1432.96311,0,4648.436358,1.45E+00,,4015,YES,Hassall Grove Plaza,1218294.002,0,,,,,,
4016,1788.795465,1788.795465,0,3144.942139,1.22E+00,,4016,YES,Oakhurst_Hanna Reserve,836755.204,0,,,,,,
4017,1879.709683,1879.709683,0,2414.187967,9.88E-01,,4017,YES,Oakhurst,805211.1425,0,,,,,,
4018,2798.308965,2798.308965,0,1619.455317,9.87E-01,,4018,YES,Oakhurst_Sir Douglas Mawson Reserve,381112.7542,0,,,,,,
4019,3857.020009,3857.020009,0,3973.724277,3.34E+00,,4019,YES,Plumpton Market Place,1300137.106,0,,,,,,
4020,7326.139558,7326.139558,0,3398.083818,5.42E+00,,4020,YES,Alroy House Plumpton,881562.5538,0,,,,,,
4021,3524.928293,3524.928293,0,2116.170124,1.62E+00,,4021,YES,Plumpton Park,770947.4189,0,,,,,,
4024,908.0563168,908.0563168,0,2498.000001,4.94E-01,,4024,YES,Willmot,1267627.762,0,,,,,,
4025,35.75906871,35.75906871,0,1271.274803,9.90E-03,,4025,YES,Ropes Crossing,3421878.701,0,,,,,,
4026,1042.059993,1042.059993,0,3553,8.06E-01,,4026,YES,Shalvey High School,1226563.606,0,,,,,,
4027,494.709889,494.709889,0,5079.725196,5.47E-01,,4027,YES,St Marys_Susannah Dr and Pulley Dr,2071212.821,0,,,,,,
4028,2016.731669,2016.731669,0,4877,2.14E+00,,4028,YES,Lethbridge Park,1620633.538,0,,,,,,
4029,1715.932368,1715.932368,0,4004,1.50E+00,,4029,YES,Tregear,1638581.905,0,,,,,,
4032,6263.231404,6263.231404,0,4257.565827,5.81E+00,,4032,YES,Whalan Primary School,1127603.384,0,,,,,,
4033,1998.211932,1998.211932,0,1936.256883,8.42E-01,,4033,YES,Whalan High School,1701886.179,0,,,,,,
4034,5835.521797,5835.521797,0,3906.517958,4.96E+00,,4034,YES,Mount Druitt_North,661900.7705,0,,,,,,
4035,6821.327138,6821.327138,0,5017.666974,7.45E+00,,4035,YES,Mount Druitt_South,592596.5257,0,,,,,,
4036,5648.549533,5648.549533,0,6.233691287,7.67E-03,,4036,YES,Cumberland Industries,595982.8933,0,,,,,,
4037,18083.2094,18083.2094,0,818.1091148,3.22E+00,,4037,YES,Westfield_Mt Druitt Station_North,567030.0321,0,,,,,,
4038,6596.916041,6596.916041,0,5.643700908,8.11E-03,,4038,YES,Mount Druitt Hospital _ TAFE,468421.3746,0,,,,,,
4039,11227.75096,11227.75096,0,4106.546986,1.00E+01,,4039,YES,Mount Druitt_Mount Druitt Rd and Durham St,1500959.086,0,,,,,,
4040,10303.34214,10303.34214,0,3446.458866,7.73E+00,,4040,YES,Mount Druitt Station_South,1452367.04,0,,,,,,
4043,7117.353075,7117.353075,0,32.58404002,5.05E-02,,4043,YES,Arndell Park,1975819.093,0,,,,,,
4044,12651.72627,12651.72627,0,0.000104441,2.88E-07,,4044,YES,Huntingwood Industrial Area,1720258.454,0,,,,,,
4045,8615.141328,8615.141328,0,0.000104441,1.96E-07,,4045,YES,Hanson Wallgrove Quarry,11242312.3,0,,,,,,
4046,1526.632085,1526.632085,0,9.309726436,3.09E-03,,4046,YES,Eastern Creek Raceway,10660810.67,0,,,,,,
4047,1.39E-06,1.39E-06,0,0.000104441,3.16E-17,,4047,YES,Prospect Reservoir,5037222.418,0,,,,,,
4048,1497.644644,1497.644644,0,2320.069663,7.57E-01,,4048,YES,Rooty Hill_Hamrun Circuit and Willis St,674630.1889,0,,,,,,
4049,5306.555221,5306.555221,0,3799.15418,4.39E+00,,4049,YES,Rooty Hill,884146.605,0,,,,,,
4050,3472.566239,3472.566239,0,9.84E-05,7.44E-08,,4050,YES,Glendenning Industrial Area_Southern End,929978.9779,0,,,,,,
4051,8597.303568,8597.303568,0,2484.491155,4.65E+00,,4051,YES,Rooty Hill Station_North,1133008.776,0,,,,,,
4052,10661.08023,10661.08023,0,1713.790165,3.98E+00,,4052,YES,Rooty Hill Station_South,833008.3525,0,,,,,,
4053,3387.872343,3387.872343,0,3413.652964,2.52E+00,,4053,YES,Minchinbury Community Hospital,983962.62,0,,,,,,
4054,3912.388955,3912.388955,0,2296.34613,1.96E+00,,4054,YES,St Agnes Girls High School,1151350.981,0,,,,,,
4055,353.2335362,353.2335362,0,9.84E-05,7.57E-09,,4055,YES,Blacktown Olympic Park,2257326.545,0,,,,,,
4056,6916.749377,6916.749377,0,9.84E-05,1.48E-07,,4056,YES,Minchinbury_Hometown,1611620.01,0,,,,,,
4057,1149.365058,1149.365058,0,2588.19327,6.48E-01,,4057,YES,Minchinbury Shopping Centre,848686.0732,0,,,,,,
4058,387.6286353,387.6286353,0,2847.312726,2.40E-01,,4058,YES,Minchinbury Sports Ground,807514.73,0,,,,,,
4059,1649.324418,1649.324418,0,386.0877557,1.39E-01,,4059,YES,Animal Quarantine Station Minchinbury,910076.8914,0,,,,,,
4060,7313.056949,7313.056949,0,26.90169863,4.28E-02,,4060,YES,Eastern Creek_Pikes Lane,1572247.584,0,,,,,,
4100,5783.074861,5783.074861,0,3550.860003,4.47E+00,,4100,YES,Kings Park_Faulkland Cr and Madagascar Dr,1415065.184,0,,,,,,
4101,9900.634361,9900.634361,0,9.962131825,2.15E-02,,4101,YES,Blacktown Industrial Area_Northern End,1307729.992,0,,,,,,
4102,21859.64033,21859.64033,0,2180.53168,1.04E+01,,4102,YES,Blacktown_Garden St and Turner St,705591.4258,0,,,,,,
4103,15557.94175,15557.94175,0,2314.863535,7.84E+00,,4103,YES,Blacktown Industrial Area_Southern End,1423864.081,0,,,,,,
4104,16183.98918,16183.98918,0,3141.616022,1.11E+01,,4104,YES,Blacktown_Harold St and Sackville St,925429.3369,0,,,,,,
4105,79133.72793,79133.72793,0,9.82E-05,1.69E-06,,4105,YES,Blacktown Station_North,123180.1112,0,,,,,,
4106,19573.1218,19573.1218,0,2398.930987,1.02E+01,,4106,YES,Blacktown_Boyd St and Clifton St,350734.4234,0,,,,,,
4107,85080.97674,85080.97674,0,39.50080129,7.32E-01,,4107,YES,Westpoint Centre_Blacktown Station_South,208049.7332,0,,,,,,
4108,18123.15247,18123.15247,0,1632.314092,6.44E+00,,4108,YES,Patrician Brothers College,621601.2882,0,,,,,,
4109,23743.06594,23743.06594,0,1667.883442,8.62E+00,,4109,YES,Blacktown District Hospital,435375.0217,0,,,,,,
4110,16826.6819,16826.6819,0,9.82E-05,3.60E-07,,4110,YES,Blacktown Mega Centre,89791.1645,0,,,,,,
4111,49333.38869,49333.38869,0,200.1612191,2.15E+00,,4111,YES,Blacktown_Prince St and Second Ave,136261.7391,0,,,,,,
4112,41608.11834,41608.11834,0,382.3758929,3.46E+00,,4112,YES,Blacktown City Council,217844.946,0,,,,,,
4113,1346.564715,1346.564715,0,3261.943221,9.56E-01,,4113,YES,Quakers Hill Shopping Complex,1662741.153,0,,,,,,
4114,2029.652231,2029.652231,0,2315.770962,1.02E+00,,4114,YES,Tallagandra Dr and Narcissus Ave,1065405.72,0,,,,,,
4115,13085.87353,13085.87353,0,2890.360652,8.24E+00,,4115,YES,Marayong Station_West,1134045.968,0,,,,,,
4116,6554.068512,6554.068512,0,4866.283668,6.94E+00,,4116,YES,John Paul Ii Senior High School,1408669.147,0,,,,,,
4117,6464.069708,6464.069708,0,3019.884853,4.25E+00,,4117,YES,Blacktown_Love St and Becharry Rd,865019.8925,0,,,,,,
4118,11682.92213,11682.92213,0,2272.756644,5.78E+00,,4118,YES,Blacktown Showground,1233837.369,0,,,,,,
4119,11541.98644,11541.98644,0,1264.89739,3.18E+00,,4119,YES,Blacktown_St Patricks Primary School,383842.9067,0,,,,,,
4120,17877.40591,17877.40591,0,793.7650274,3.09E+00,,4120,YES,Blacktown_Brewongle Reserve,226888.461,0,,,,,,
4121,5882.409586,5882.409586,0,3048.608929,3.90E+00,,4121,YES,Blacktown_Athlone St and Monash Rd,792620.067,0,,,,,,
4122,14652.94841,14652.94841,0,2537.445376,8.10E+00,,4122,YES,Blacktown_Walters Rd and Newton Rd,664586.8298,0,,,,,,
4123,11760.59313,11760.59313,0,2482.057569,6.36E+00,,4123,YES,Blacktown_Bellevue Park,628390.5244,0,,,,,,
4124,7600.712363,7600.712363,0,4415.589736,7.31E+00,,4124,YES,Evans High School,1322301.302,0,,,,,,
4125,13022.2997,13022.2997,0,3029.425129,8.59E+00,,4125,YES,Mitchell High School,867290.8984,0,,,,,,
4126,5520.720618,5520.720618,0,3077.451336,3.70E+00,,4126,YES,Blacktown South Primary School,852384.0287,0,,,,,,
4127,7614.888628,7614.888628,0,2105.635973,3.49E+00,,4127,YES,Blacktown_Highview St and Apex St,648417.1914,0,,,,,,
4128,9290.262378,9290.262378,0,3541.19744,7.16E+00,,4128,YES,Blacktown_Pendant Av and Lancelot St,949079.9571,0,,,,,,
4129,12271.61757,12271.61757,0,3103.926096,8.29E+00,,4129,YES,Nagle Girls High School,684713.9867,0,,,,,,
4132,890.6280534,890.6280534,0,4229.288792,8.20E-01,,4132,YES,Doonside High School,1821886.432,0,,,,,,
4133,1562.570128,1562.570128,0,3050.508837,1.04E+00,,4133,YES,Lake Woodcroft,821026.7553,0,,,,,,
4134,5792.871525,5792.871525,0,3083.51298,3.89E+00,,4134,YES,Doonside Station_North,1641267.864,0,,,,,,
4135,545.0471715,545.0471715,0,3596.242037,4.27E-01,,4135,YES,Woodcroft,868627.7955,0,,,,,,
4136,5800.275734,5800.275734,0,3990.049514,5.04E+00,,4136,YES,Doonside Station_South,1666471.985,0,,,,,,
4137,1950.387862,1950.387862,0,2599.729216,1.10E+00,,4137,YES,Doonside,818142.4325,0,,,,,,
4138,1017.287811,1017.287811,0,2723.668624,6.03E-01,,4138,YES,Blacktown_Bungarribee Homestead Park,2255479.254,0,,,,,,
4140,1148.56536,1148.56536,0,4035.541096,1.01E+00,,4140,YES,Kings Langley Shopping Centre,1572510.831,0,,,,,,
4141,1828.078692,1828.078692,0,3347.906905,1.33E+00,,4141,YES,Kings Langley,1288422.387,0,,,,,,
4142,2336.682011,2336.682011,0,2252.282326,1.15E+00,,4142,YES,Solander Centre,799970.5546,0,,,,,,
4143,14335.74555,14335.74555,0,4333.471427,1.35E+01,,4143,YES,Lalor Park_Wheeler St and Northcott Rd,1424731.809,0,,,,,,
4144,4702.012318,4702.012318,0,3375.945903,3.46E+00,,4144,YES,Lalor Park,1011398.133,0,,,,,,
4145,21964.42513,21964.42513,0,2412.230872,1.15E+01,,4145,YES,Seven Hills High School,1007495.105,0,,,,,,
4146,12095.77364,12095.77364,0,2536.080709,6.68E+00,,4146,YES,Seven Hills_Melody Gardens,824375.0015,0,,,,,,
4147,10568.34155,10568.34155,0,2082.046141,4.79E+00,,4147,YES,Seven Hills_Barbara Bvd and Dulcie St,673916.3189,0,,,,,,
4148,28615.09307,28615.09307,0,1257.858381,7.84E+00,,4148,YES,Seven Hills_Pioneer Park,569051.5791,0,,,,,,
4149,14352.81688,14352.81688,0,4.490654129,1.40E-02,,4149,YES,Seven Hills Industrial Area,926352.9168,0,,,,,,
4150,29053.21593,29053.21593,0,2.15003762,1.36E-02,,4150,YES,Seven Hills Station_North,443546.7763,0,,,,,,
4151,22645.82842,22645.82842,0,5.99554809,2.96E-02,,4151,YES,Seven Hills Industrial Area_Eastern End,1236799.283,0,,,,,,
4154,17125.66646,17125.66646,0,2279.479145,8.50E+00,,4154,YES,Bert Oldfield Primary School,800359.9195,0,,,,,,
4155,25539.43796,25539.43796,0,2689.092397,1.50E+01,,4155,YES,Seven Hills,1052519.329,0,,,,,,
4156,3140.621929,3140.621929,0,2036.248764,1.39E+00,,4156,YES,Seven Hills_Duncan Park,818935.3028,0,,,,,,
4157,12725.49701,12725.49701,0,3661.003041,1.01E+01,,4157,YES,Toongabbie Station_West,885399.178,0,,,,,,
4158,16186.37883,16186.37883,0,2512.499413,8.85E+00,,4158,YES,Seven Hills_Columbia Rd and Vesuvius St,821459.1827,0,,,,,,
4159,2719.061196,2719.061196,0,2715.384585,1.61E+00,,4159,YES,Toongabbie_Kura Park,750469.768,0,,,,,,
4160,1261.295788,1261.295788,0,3905.149728,1.07E+00,,4160,YES,Prospect,1349112.771,0,,,,,,
4161,11307.342,11307.342,0,3999.265785,9.85E+00,,4161,YES,Metella Rd Primary School,1598564.298,0,,,,,,
4162,5991.544871,5991.544871,0,921.1819909,1.20E+00,,4162,YES,Home Base Prospect,923038.8072,0,,,,,,
4163,1780.394053,1780.394053,0,65.80107556,2.55E-02,,4163,YES,Prospect Nature Reserve,2182728.544,0,,,,,,
4200,330.704294,330.704294,0,,0.00E+00,,4200,YES,Colo Heights,1845262668,0,,,,,,
4201,93.72798057,93.72798057,0,521.0000001,1.06E-02,,4201,YES,Cumberland Reach,45307710.91,0,,,,,,
4205,410.2356743,410.2356743,0,1899.581962,1.70E-01,,4205,YES,East Kurrajong,62806853.25,0,,,,,,
4206,362.5689864,362.5689864,0,,0.00E+00,,4206,YES,Kurrajong,63633230.05,0,,,,,,
4207,431.0355305,431.0355305,0,1705.76644,1.60E-01,,4207,YES,Ebenezer,32746917.39,0,,,,,,
4208,357.9583391,357.9583391,0,,0.00E+00,,4208,YES,Bells Line of Road Bilpin_North,43344743.01,0,,,,,,
4209,592.5194656,592.5194656,0,,0.00E+00,,4209,YES,Glossodia,20316972.44,0,,,,,,
4210,371.7434841,371.7434841,0,,0.00E+00,,4210,YES,Bells Line of Road Bilpin_South,17736625.75,0,,,,,,
4211,529.9653426,529.9653426,0,2336.540753,2.70E-01,,4211,YES,Wilberforce_Wilberforce Rd and King Rd,16071674.01,0,,,,,,
4212,533.2929668,533.2929668,0,,0.00E+00,,4212,YES,Hawkesbury High School,19744232.85,0,,,,,,
4213,389.7558753,389.7558753,0,,0.00E+00,,4213,YES,Kurrajong Public School,29603724.29,0,,,,,,
4214,345.4545895,345.4545895,0,1563.758738,1.18E-01,,4214,YES,Kuyper Christian School,25224456.88,0,,,,,,
4300,529.7817217,529.7817217,0,,0.00E+00,,4300,YES,Maroota,115786726.3,0,,,,,,
4301,297.0253067,297.0253067,0,,0.00E+00,,4301,YES,Cattai Homestead_historic,65812258.75,0,,,,,,
4302,1076.121259,1076.121259,0,,0.00E+00,,4302,YES,Glenorie Shopping Centre,88808821.68,0,,,,,,
4303,214.7084827,214.7084827,0,,0.00E+00,,4303,YES,Jackeroo Ranch Kenthurst,16364344.75,0,,,,,,
4304,730.0720075,730.0720075,0,2911.698439,4.63E-01,,4304,YES,Kenthurst Shopping Centre,24026225.61,0,,,,,,
4305,445.55026,445.55026,0,1812.53171,1.76E-01,,4305,YES,Middle Dural,12697598.28,0,,,,,,
4306,381.4356276,381.4356276,0,,0.00E+00,,4306,YES,Annangrove,6290937.044,0,,,,,,
4307,437.9096486,437.9096486,0,1457.442768,1.39E-01,,4307,YES,Kenthurst,10711775.93,0,,,,,,
4308,835.8867427,835.8867427,0,1340.913295,2.44E-01,,4308,YES,Kenthurst Galleries,8078470.487,0,,,,,,
4309,712.6451055,712.6451055,0,1487.322835,2.31E-01,,4309,YES,Old Northern Gallery Dural,16758372.66,0,,,,,,
4310,3122.373292,3122.373292,0,1824.623613,1.24E+00,,4310,YES,Dural Mall Shopping Centre,4149393.207,0,,,,,,
4311,2617.430893,2617.430893,0,1391.895488,7.93E-01,,4311,YES,Dural_Hemers Rd and Quarry Rd,6525493.652,0,,,,,,
4312,2552.866283,2552.866283,0,2133.648153,1.19E+00,,4312,YES,Dural,824345.3602,0,,,,,,
4315,136.9400243,136.9400243,0,,0.00E+00,,4315,YES,Marramarra NP,102432521.4,0,,,,,,
4316,604.5212414,604.5212414,0,,0.00E+00,,4316,YES,Vision Valley Conference Centre,65393080.11,0,,,,,,
4317,1231.822668,1231.822668,0,,0.00E+00,,4317,YES,Galston Village Shopping Centre,23515589.28,0,,,,,,
4400,513.9643302,513.9643302,0,2991.955998,3.35E-01,,4400,YES,Pitt Town Village Shopping Centre,12206242.72,0,,,,,,
4401,321.7207296,321.7207296,0,1548.344151,1.08E-01,,4401,YES,Riverside Ski Park Cattai,21332762.01,0,,,,,,
4402,189.4707995,189.4707995,0,388.3288076,1.60E-02,,4402,YES,Pitt Town Lagoon,7093647.229,0,,,,,,
4403,271.4210204,271.4210204,0,,0.00E+00,,4403,YES,Maraylya,11978154.27,0,,,,,,
4404,551.870023,551.870023,0,2700.138266,3.24E-01,,4404,YES,Mcgrath's Hill Shopping Centre,4144588.073,0,,,,,,
4405,657.670593,657.670593,0,1678.673386,2.40E-01,,4405,YES,Oakville Primary School,12617868.65,0,,,,,,
4406,2966.991974,2966.991974,0,93.46235542,6.04E-02,,4406,YES,Mulgrave Station,4365116.446,0,,,,,,
4407,717.2565613,717.2565613,0,700.2170633,1.09E-01,,4407,YES,Vineyard_Wallace Rd and Level Crossing Rd,5259806.57,0,,,,,,
4408,135.8466351,135.8466351,0,332.9325655,9.85E-03,,4408,YES,Vineyard_A-Vina Caravan Park,2401761.98,0,,,,,,
4423,31.10034807,31.10034807,0,49.79921462,3.37E-04,,4423,YES,Box Hill_Terry Rd_West,849980.9595,0,,,,,,
4424,122.4085931,122.4085931,0,109.4689741,2.92E-03,,4424,YES,Box Hill_Red Gables Road,5047702.558,0,,,,,,
4425,35.09680287,35.09680287,0,53.7608484,4.11E-04,,4425,YES,Box Hill_Nelson Rural Fire Service,1196015.365,0,,,,,,
4426,536.7644763,536.7644763,0,40.78562688,4.77E-03,,4426,YES,Box Hill_Torrenson Place,1842861.497,0,,,,,,
4427,169.2361903,169.2361903,0,470.0432998,1.73E-02,,4427,YES,Nelson,4909195.806,0,,,,,,
4428,14.62905441,14.62905441,0,129.1710452,4.11E-04,,4428,YES,Box Hill_Kingston Park Equestrian Centre,1266616.129,0,,,,,,
4429,429.0656398,429.0656398,0,108.9297929,1.02E-02,,4429,YES,Box Hill_Killarney Practice Fairway,1203442.132,0,,,,,,
4430,164.3696542,164.3696542,0,309.7480527,1.11E-02,,4430,YES,Box Hill_Town Rd and Mason Rd,1768906.905,0,,,,,,
4431,164.3696542,164.3696542,0,178.2700689,6.38E-03,,4431,YES,Box Hill_Anthony Skarrat Reserve,1900371.859,0,,,,,,
4432,2333.660924,2333.660924,0,2928.269302,1.49E+00,,4432,YES,Rouse Hill Stp Sydney Water,2568838.319,0,,,,,,
4433,5146.390833,5146.390833,0,3636.334399,4.07E+00,,4433,YES,Nursery Industry Association Of Nsw Rouse Hill,1701011.641,0,,,,,,
4434,217.9870395,217.9870395,0,363.3859222,1.72E-02,,4434,YES,Kellyville,2276621.664,0,,,,,,
4435,5468.06861,5468.06861,0,1270.116856,1.51E+00,,4435,YES,Kellyville_Wellgate Av and Hermitage Cr,887310.4378,0,,,,,,
4436,5608.856433,5608.856433,0,8.64E-05,1.06E-07,,4436,YES,Rouse Hill High School,292365.2966,0,,,,,,
4437,5859.618213,5859.618213,0,2180.153981,2.78E+00,,4437,YES,Kellyville_Dudley Reserve,689843.0495,0,,,,,,
4438,9770.375666,9770.375666,0,1547.948852,3.29E+00,,4438,YES,Rouse Hill_Bara Way and Nuwi St,725800.4836,0,,,,,,
4439,1388.048907,1388.048907,0,809.0295437,2.45E-01,,4439,YES,Kellyville_Foxall Rd and Kendall Pl,1527257.637,0,,,,,,
4440,4398.628974,4398.628974,0,3200.294311,3.07E+00,,4440,YES,Beaumont Hills Primary School,772353.7126,0,,,,,,
4441,6494.641401,6494.641401,0,2572.283114,3.64E+00,,4441,YES,Beaumont Hills_Turkeys Nest Park,640360.3007,0,,,,,,
4442,3835.332459,3835.332459,0,850.3303468,7.10E-01,,4442,YES,Beaumont Hills,844196.2336,0,,,,,,
4443,217.9870395,217.9870395,0,1085.288771,5.15E-02,,4443,YES,Kellyville_Smalls Creek_North,2105592.516,0,,,,,,
4444,29441.7333,29441.7333,0,170.9572653,1.10E+00,,4444,YES,Rouse Hill Town Centre,328447.8866,0,,,,,,
4445,21153.77453,21153.77453,0,678.294071,3.12E+00,,4445,YES,Bella Vista_Highrange Terrace and Springdale Rise,244677.4075,0,,,,,,
4446,36473.14429,36473.14429,0,330.2607234,2.62E+00,,4446,YES,Baulkham Hills_Strangers Creek Park,174809.502,0,,,,,,
4447,27789.54567,27789.54567,0,0.000102555,6.21E-07,,4447,YES,Bella Vista_Woolworths Group,178242.5045,0,,,,,,
4448,46756.03833,46756.03833,0,2565.929106,2.61E+01,,4448,YES,Bella Vista_Reston Grange and Barina Downs Rd,556043.8402,0,,,,,,
4449,1078.741515,1078.741515,0,1377.630326,3.24E-01,,4449,YES,Kellyville_Hills Adventist College,1259756.836,0,,,,,,
4499,46914.09513,46914.09513,0,297.1419306,3.04E+00,,4499,YES,Castle Hill_Cheltenham Cl and Winchcombe Pl,122032.3939,0,,,,,,
4500,14185.6149,14185.6149,0,2743.455566,8.47E+00,,4500,YES,The Hills Private Hospital,997990.0979,0,,,,,,
4501,3232.23362,3232.23362,0,2372.696234,1.67E+00,,4501,YES,Baulkham Hills North Primary School,767249.0806,0,,,,,,
4502,11644.99868,11644.99868,0,2269.869898,5.76E+00,,4502,YES,Baulkham Hills_Hill St and Kristine Ave,451325.9485,0,,,,,,
4503,4295.831815,4295.831815,0,3684.5917,3.45E+00,,4503,YES,Baulkham Hills_Coronation Rd and Keene St,1009762.884,0,,,,,,
4504,11850.46692,11850.46692,0,1396.368144,3.60E+00,,4504,YES,Seven Hills_Thomas Extrem Reserve,522676.2315,0,,,,,,
4505,21757.49417,21757.49417,0,147.869568,7.01E-01,,4505,YES,Stockland Mall Baulkham Hills,168494.383,0,,,,,,
4506,3380.854751,3380.854751,0,3243.250365,2.39E+00,,4506,YES,Baulkham Hills_Cook St and Park Renown Rd,1399029.906,0,,,,,,
4507,10661.1223,10661.1223,0,2613.688997,6.07E+00,,4507,YES,Winston Hills Shopping Centre,909870.5154,0,,,,,,
4508,4666.001288,4666.001288,0,2665.531077,2.71E+00,,4508,YES,Baulkham Hills,1065975.802,0,,,,,,
4509,11274.44739,11274.44739,0,2573.678451,6.32E+00,,4509,YES,Baulkham Hills_Seven Hills Rd and Cropley Dr,1001165.098,0,,,,,,
4511,22760.3133,22760.3133,0,1273.67368,6.31E+00,,4511,YES,Castle Hill_Dewhurst Ave and Ulundri Dr,502531.711,0,,,,,,
4512,10702.75361,10702.75361,0,200.5166074,4.67E-01,,4512,YES,Castle Hill Country Club,966133.3604,0,,,,,,
4513,25892.66398,25892.66398,0,1338.580236,7.55E+00,,4513,YES,Bella Vista,481898.1754,0,,,,,,
4514,56990.19655,56990.19655,0,0.000102555,1.27E-06,,4514,YES,Norwest Lake,260251.1662,0,,,,,,
4515,54665.91218,54665.91218,0,0.130216329,1.55E-03,,4515,YES,Baulkham Hills_Norwest Bvd and Columbia Av,387182.3553,0,,,,,,
4516,39225.0243,39225.0243,0,0.000102555,8.76E-07,,4516,YES,Bella Vista_Commercial Area,349588.1552,0,,,,,,
