num_opportunities,Base 30 Mins,Base 45 Mins,Base 60 Mins,ERP_2016,TZ16_CODE,,TZ16_NAME,Tz16_Area,SA2_Name16
3681,142.3217357,243.7585657,5368.643884,304.6635428,3681,YES,Catherine Field Reserve,2582617.807,Cobbitty - Leppington
3682,286.2316358,286.2316358,286.2316358,591.4508779,3682,YES,Cobbitty Wines,10681676.01,Cobbitty - Leppington
3683,24.65784997,1356.841611,6044.348796,99.52867541,3683,YES,Cobbitty_Macarthur Anglican School,3017688.92,Cobbitty - Leppington
3684,1299.9998,5944.293066,15119.48138,2614.50059,3684,YES,Oran Park_South Cct and Tander St,1607386.676,Cobbitty - Leppington
3685,2276.896404,6588.833921,20298.98257,1372.446239,3685,YES,Oran Park_Peter Brock Drive and Oran Park Drive,1254321.71,Cobbitty - Leppington
3686,158.6451977,2323.154302,10636.05848,489.6151246,3686,YES,Catherine Field_Springfield Rd and Charlesworth Cl,2878888.431,Cobbitty - Leppington
3687,46.90122704,1144.517444,5343.33253,15.86023741,3687,YES,Camden Lakeside Golf Course,3521436.219,Cobbitty - Leppington
3688,199.0197091,199.0197091,199.0197091,739.42625,3688,YES,Camden Airport,6226999.632,Cobbitty - Leppington
3689,1181.417361,5635.508391,15193.97584,12.35037705,3689,YES,Oran Park_Fussy Grape Winery,2482463.549,Cobbitty - Leppington
3690,118.6287457,2660.570004,14699.11467,61.41550994,3690,YES,Oran Park_South Creek,725934.4845,Cobbitty - Leppington
3691,1300.727638,13583.16023,23400.3416,1519.496847,3691,YES,Gregory Hills_Thomas Donovan Park,1843824.578,Cobbitty - Leppington
3692,1125.818757,16444.67997,48733.73894,1624.002306,3692,YES,Camden Valley Golf Resort,2349549.322,Cobbitty - Leppington
3693,4657.557198,15300.4925,44690.46615,0.076014827,3693,YES,Gregory Hills_Central Hills Dr and Lasso Rd,503959.7133,Cobbitty - Leppington
3694,4191.842961,14908.4377,42944.92926,1778.044813,3694,YES,Gregory Hills_Healy Ave and Donavan Blvd,489925.0515,Cobbitty - Leppington
3708,895.1029336,4628.11169,19154.72068,3639,3708,YES,Cecil Hills Shopping Centre,2276826.526,Cecil Hills
3709,1697.330556,4615.663762,25936.80699,3629,3709,YES,Cecil Hills High School,1464462.93,Cecil Hills
3710,3419.622773,10273.31002,80442.65642,2836,3710,YES,Green Valley_Paramor Reserve,685629.5534,Green Valley
3711,5408.98069,69783.90107,120012.5315,3542,3711,YES,Green Valley Primary School,843284.8262,Green Valley
3712,831.3324734,6872.965289,42803.74775,2623,3712,YES,Elizabeth Hills,1986019.701,Hinchinbrook
3713,3427.381713,8674.201444,79780.72952,3528,3713,YES,Green Valley,853917.4118,Green Valley
3714,5329.192786,55427.275,115039.8009,3087,3714,YES,The Valley Plaza,825978.7107,Green Valley
3715,4625.130204,22706.13748,81595.08628,2329,3715,YES,Hinchinbrook Primary School,617777.3592,Hinchinbrook
3716,2075.020892,20352.81023,78874.39257,2910,3716,YES,Hinchinbrook,712467.1928,Hinchinbrook
3717,2403.234606,6295.155669,50881.55655,1674,3717,YES,Hoxton Park High School,828572.4314,Hinchinbrook
3718,3516.25031,41593.40294,96848.03917,3199,3718,YES,Hinchinbrook_Whitford Rd and Centaurus Dr,1071025.935,Hinchinbrook
3723,1927.583742,10905.89041,51238.10463,2709,3723,YES,Hoxton Park_Glen Innes Rd and Hoxton Park Rd,750285.0535,Hoxton Park - Carnes Hill - Horningsea Park
3724,724.7812719,4521.218972,7143.388403,312.2634445,3724,YES,West Hoxton_Grimson Park,1839955.721,West Hoxton - Middleton Grange
3725,2527.424035,4763.438065,41534.40579,5099.605124,3725,YES,West Hoxton,1129926.822,West Hoxton - Middleton Grange
3726,1543.920664,16911.68356,55761.42306,1673,3726,YES,Hoxton Park_Brownes Farm Reserve,701248.1111,Hoxton Park - Carnes Hill - Horningsea Park
3727,2270.368877,7430.533802,44338.56897,2512,3727,YES,Hoxton Park,879870.7106,Hoxton Park - Carnes Hill - Horningsea Park
3728,2390.823635,5500.611518,48088.13548,2969.516987,3728,YES,Greenway Park Primary School,793977.0838,West Hoxton - Middleton Grange
3729,1706.783165,6874.39175,40310.13036,1259.150541,3729,YES,Horningsea Park,821216.1909,Hoxton Park - Carnes Hill - Horningsea Park
3730,359.9014487,1509.539552,5410.90079,2029.07933,3730,YES,West Hoxton_Dowling St and Gould St,2347516.192,West Hoxton - Middleton Grange
3731,1702.333268,5229.480326,53248.20039,2173.412051,3731,YES,Horningsea Park_John Edmondson High School,505147.6904,Hoxton Park - Carnes Hill - Horningsea Park
3732,2286.931993,5277.620789,61884.57851,1682.437408,3732,YES,Horningsea Park_Grand Bazaar Trash and Treasure Hoxton Park Hornings,461662.5743,Hoxton Park - Carnes Hill - Horningsea Park
3800,12115.32744,39776.40408,85200.09179,3532.458437,3800,YES,Casula Shopping Centre,1157534.285,Casula
3801,10046.46372,46816.19758,142324.092,2080.563474,3801,YES,Casula Station,991447.5905,Casula
3802,4450.661125,35570.39517,66861.95513,2246.638329,3802,YES,Casula Mall Shopping Centre,857009.8228,Casula
3803,3178.059339,27047.28835,63258.76858,3804.307733,3803,YES,Casula,1195769.083,Casula
3804,1362.475269,25994.04784,67779.27076,4590.813115,3804,YES,All Saints High School,2277998.392,Casula
3805,2189.31842,16956.09201,58288.56832,0.21891321,3805,YES,Crossroads Homemaker Centre,579852.2308,Casula
3808,374.5982649,6008.627657,31166.14105,3805.590606,3808,YES,Lakeside Shopping Centre,2295880.124,Chipping Norton - Moorebank
3809,5634.029392,33998.76803,76043.03576,2061.335522,3809,YES,Chipping Norton Shopping Centre,716612.4006,Chipping Norton - Moorebank
3810,4924.865673,35988.31508,87355.91402,107.0451747,3810,YES,Chipping Norton Industrial Estate,2398388.471,Chipping Norton - Moorebank
3811,16383.80693,54090.26718,135928.3669,9.21E-05,3811,YES,Chipping Norton Lake,971879.24,Chipping Norton - Moorebank
3812,6039.645543,51862.2283,123085.1368,3349.427543,3812,YES,Moorebank High School,1185460.598,Chipping Norton - Moorebank
3813,25523.71078,57415.61824,142775.7136,970.4070902,3813,YES,Moorebank_Cooper Av and King La,302761.4375,Chipping Norton - Moorebank
3814,14923.96886,45080.53648,116601.1451,16.38552836,3814,YES,Moorebank Industrial Area,886183.3223,Chipping Norton - Moorebank
3815,12381.82097,60479.55116,140683.6974,2623.098526,3815,YES,Moorebank Shopping Plaza,925059.8291,Chipping Norton - Moorebank
3816,4534.16445,27856.61538,58738.49967,9.21E-05,3816,YES,Remote Control Car Racing Moorebank,586568.5111,Chipping Norton - Moorebank
3817,597.3709042,597.3709042,44401.15789,4450.859715,3817,YES,Moorebank_Christiansen Bvd and Maddecks Av,2704483.833,Chipping Norton - Moorebank
3818,7305.663718,28702.84502,65960.9478,9.21E-05,3818,YES,Moorebank Industrial,756465.415,Chipping Norton - Moorebank
3819,1215.768705,21531.94595,61623.17737,2035.850021,3819,YES,New Brighton Golf Club Hse,735021.0728,Chipping Norton - Moorebank
3822,1383.106663,27670.32561,64648.23005,3773.652147,3822,YES,Wattle Grove,1086406.863,Holsworthy - Wattle Grove
3823,1076.062825,7024.027606,48844.1866,3615.873743,3823,YES,Hammondville,1814530.102,Holsworthy - Wattle Grove
3824,1874.507619,4312.407844,16392.95562,0.000100928,3824,YES,Defence Land Moorebank,5149644.2,Holsworthy - Wattle Grove
3825,1269.197492,8261.734961,58398.05207,3824.592333,3825,YES,Village Plaza Shopping Centre,1242953.578,Holsworthy - Wattle Grove
3826,460.2755322,5041.389616,64316.90942,1719.054223,3826,YES,Voyager Point,1727087.228,Holsworthy - Wattle Grove
3827,1828.342124,24944.62008,339867.5833,3334.484178,3827,YES,Holsworthy Station,1507911.813,Holsworthy - Wattle Grove
3828,1269.197492,7062.913946,49101.02923,3351.721476,3828,YES,Holsworthy_Australis Park,882356.2465,Holsworthy - Wattle Grove
3829,127.0325366,239.5863701,441.0591706,1155.036465,3829,YES,Pleasure Point,1945129.998,Holsworthy - Wattle Grove
3831,24096.81521,67745.76846,223231.945,374.8138628,3831,YES,Liverpool Girls High School,121419.0775,Liverpool
3832,25195.28066,64736.99051,208715.5415,1766.387442,3832,YES,Warwick Farm Station_Browne Parade and Lachlan St,70694.77465,Warwick Farm
3833,995.2296591,31574.75884,86145.08847,20.71086501,3833,YES,Homemakers Centre Warwick Farm,1387855.276,Warwick Farm
3834,11679.33915,27217.80251,68717.48185,10.96457606,3834,YES,Megacenta Liverpool,488638.9659,Warwick Farm
3835,17363.95553,40940.17446,129539.1505,2176.969352,3835,YES,Warwick Farm,958448.4845,Warwick Farm
3836,21184.14116,31183.46679,88142.24322,3195.582798,3836,YES,Marsden Rd Primary School,984329.3694,Liverpool
3837,30888.13329,93012.50517,309867.9586,1798.013132,3837,YES,Warwick Farm Station_West,153349.2962,Warwick Farm
3838,26421.603,64486.85799,164695.0856,3307.81152,3838,YES,Liverpool Pioneers Memorial Pk,310043.2319,Liverpool
3839,28623.94886,102368.4874,249974.971,2435.864856,3839,YES,Liverpool CBD,277779.2043,Liverpool
3840,9251.145186,43928.31343,159424.6827,278.9543912,3840,YES,Warwick Farm Industrial Area_Warwick Farm Station,1354950.013,Warwick Farm
3841,31625.32149,103586.3803,278036.2262,159.4756211,3841,YES,Liverpool Hospital,126269.3643,Liverpool
3842,24190.2721,53495.30995,136563.3314,4104.453621,3842,YES,Liverpool_Flowerdale Rd and Memorial Av,1337247.791,Liverpool
3843,42697.35321,132422.7749,323163.5297,40.49120288,3843,YES,Liverpool Station,264876.6819,Liverpool
3844,21278.18112,50658.0049,125953.5812,677.0975364,3844,YES,Whitlam Centre Liverpool,355453.0504,Liverpool
3845,26239.86831,86587.99094,218913.8914,2685.926367,3845,YES,Liverpool_Nagle St and Hay St,187000.3161,Liverpool
3846,20964.76409,44939.93926,111723.8995,1672.195911,3846,YES,Liverpool,375854.1244,Liverpool
3847,23175.79488,50934.71799,123796.58,880.8342416,3847,YES,Liverpool Bicentennial Museum,290820.0273,Liverpool
3848,44131.91805,151426.5499,412950.9488,0.000122829,3848,YES,Liverpool Station_East,65035.1288,Warwick Farm
3849,1681.759323,28971.65378,66457.83035,0.000122829,3849,YES,Liverpool_South Western Local Health District,163167.4461,Warwick Farm
3850,28308.82124,42608.915,120002.6503,2441.999999,3850,YES,Cartwright,960910.1109,Lurnea - Cartwright
3851,20234.06479,46711.64802,138897.906,3289,3851,YES,Flowerdale Shopping Centre,724067.677,Lurnea - Cartwright
3852,10634.2865,38266.66797,87710.60549,2.565005225,3852,YES,Cartwright_Church of Christ,741183.2573,Prestons - Edmondson Park
3853,5529.518515,36628.6094,74260.34698,2451.654699,3853,YES,Lurnea,789643.0739,Lurnea - Cartwright
3854,2700.963583,13020.13386,45130.93808,24.02447921,3854,YES,Prestons Industrial Area_Western End,1994406.501,Prestons - Edmondson Park
3855,7856.213764,37215.79919,63548.7835,17.95507868,3855,YES,Prestons Industrial Area_Eastern End,2116991.019,Prestons - Edmondson Park
3856,10633.79518,36676.28419,70730.93763,3848.345302,3856,YES,Lurnea High School,985440.2304,Lurnea - Cartwright
3857,3821.840447,32940.61082,68297.78903,2491.342113,3857,YES,Prestons,626215.9908,Prestons - Edmondson Park
3858,3741.186337,36612.00556,59423.36667,1943.065955,3858,YES,Prestons_Dalmeny Public School,670176.5164,Prestons - Edmondson Park
3859,3407.282758,27680.02276,70319.05982,2660.702064,3859,YES,William Carey Christian School,769670.7736,Prestons - Edmondson Park
3860,3776.705312,31149.01149,48368.76879,2740.783388,3860,YES,Prestons_Beech Rd and Barcelona Dr,979333.6843,Prestons - Edmondson Park
3861,1587.370739,27105.66019,66995.77167,2792.012331,3861,YES,Prestons_Sid Neville Reserve,578118.2749,Prestons - Edmondson Park
3862,1351.889893,22970.12986,48556.53221,3200.157228,3862,YES,Prestons_Dalmeny Reserve,739360.8348,Prestons - Edmondson Park
3863,1563.154129,17763.56364,84277.05689,1872.465171,3863,YES,Edmonson Park_Jardine Drive and Buchan Ave,1791011.947,Prestons - Edmondson Park
3864,2030.061752,7457.393542,41963.98568,262.7369594,3864,YES,Tree Valley Golf Course,515266.4733,Prestons - Edmondson Park
3865,256.1097908,6076.602306,61280.37522,43.47771081,3865,YES,Edmonson Park,935077.5748,Prestons - Edmondson Park
3866,30920.2744,106959.9824,269180.7241,735.0870231,3866,YES,Liverpool_Northumberland St and Moore St,215269.5643,Liverpool
3867,28247.46392,86370.54944,227192.1858,3888.622753,3867,YES,Liverpool_Collimore Park,342983.5808,Liverpool
3868,23895.59027,73799.58864,216172.692,1579.248492,3868,YES,Liverpool_Lighthorse Park,172413.0661,Liverpool
3869,23103.88855,53968.55132,141640.2042,2292.619271,3869,YES,Liverpool_Pearce Park,685598.2645,Liverpool
3870,20255.62391,49067.63598,135336.7617,492.8749233,3870,YES,Liverpool_Charles St and Atkinson St,259358.8625,Liverpool
3875,1377.133929,22307.64573,82990.51025,179.7125186,3875,YES,Edmondson Park_Dalmatia Ave and Croatia Ave,1651266.961,Prestons - Edmondson Park
3900,14347.05917,86739.74101,241606.2462,4229.353863,3900,YES,Parklea Markets,1483757.91,Glenwood
3901,2496.658629,59376.08736,197720.4322,4261.169117,3901,YES,Glenwood_Glenwood Park Dr and Malvern Rd,1195177.797,Glenwood
3902,17962.69702,104488.5301,316328.594,4191.979654,3902,YES,Glenwood,1067407.752,Glenwood
3903,26506.88471,88343.54414,356563.0406,3985.497366,3903,YES,Glenwood_Northwest Bvd and Greenhill Dr,1362946.726,Glenwood
3905,6119.790176,36094.42751,134357.7155,1755.907616,3905,YES,Kellyville Ridge_Glenheath Park,348504.46,Parklea - Kellyville Ridge
3906,19262.57825,86265.81418,320740.0715,1445.266024,3906,YES,Castlebrook Lawn Cemetery and Crematorium,640646.2711,Parklea - Kellyville Ridge
3907,1496.362474,33726.30613,109840.0919,3309.021222,3907,YES,The Ponds,1340275.04,Parklea - Kellyville Ridge
3908,2235.536421,10103.86391,80638.70533,3411.989288,3908,YES,Kellyville Ridge_Fyfe Rd and Braemont Av,789203.5491,Parklea - Kellyville Ridge
3909,6305.855881,45849.09472,161747.8886,1868.878447,3909,YES,Kellyville Ridge Public School,677073.3819,Parklea - Kellyville Ridge
3910,3600.873623,44944.86486,163917.1552,2726.005464,3910,YES,Newbury,607065.1795,Parklea - Kellyville Ridge
3911,1370.306225,10088.55881,77729.49124,1344.03343,3911,YES,The Ponds_Paddock St and Avon St,398681.0075,Parklea - Kellyville Ridge
3912,3930.8213,20072.95428,105384.581,3118.934077,3912,YES,Kellyville Ridge_Cardinale St and Bruton Ave,895988.6164,Parklea - Kellyville Ridge
3913,16493.05147,92358.82261,342134.5106,2134.009987,3913,YES,Stanhope_Gardens Rothbury Tce and Newbury Av,802477.8645,Parklea - Kellyville Ridge
3914,3290.906058,54026.72953,164149.1814,2135.071901,3914,YES,Newbury_Fairholme Reserve,449918.854,Parklea - Kellyville Ridge
3915,4856.597384,39914.99948,136890.7312,3921.675682,3915,YES,Stanhope Gardens,1037488.813,Parklea - Kellyville Ridge
3916,6067.872883,68270.42615,198070.1336,1176.436868,3916,YES,Parklea Maximum Security Prison,602402.3339,Parklea - Kellyville Ridge
3917,5584.389791,67760.6244,198881.2995,1819.041691,3917,YES,Parklea_Davison Reserve,347609.4111,Parklea - Kellyville Ridge
3918,921.9071406,19490.3234,84760.93803,1092.256437,3918,YES,The Ponds High School,800675.947,Riverstone - Marsden Park
3919,2209.104596,8777.124516,58229.51546,3640.728304,3919,YES,The Ponds_Waterfall Park,857805.8757,Parklea - Kellyville Ridge
3920,1039.621841,8581.53142,87163.49265,3474.568333,3920,YES,Hambledon Primary School,1160256.814,Quakers Hill
3921,1697.782201,10700.27683,70614.70715,3411.484485,3921,YES,Quakers Hill,881270.7408,Quakers Hill
3922,1789.117978,16936.10387,126391.3301,2586.29699,3922,YES,Quakers Hill Park,826776.1419,Quakers Hill
3923,1765.104237,13325.95203,101759.6559,2615.427828,3923,YES,Barnier Primary School,664211.803,Quakers Hill
3924,4212.201153,28934.88877,144570.6541,3050.498981,3924,YES,Paterson Res,825784.8348,Quakers Hill
3925,965.2729942,9706.232308,59700.43034,57.45477325,3925,YES,University of Western Sydney,947178.4727,Quakers Hill
3926,2054.401783,29218.16215,117893.2465,4052.627407,3926,YES,Quakers Hill Station,988798.5845,Quakers Hill
3927,7822.215593,53602.89595,256729.5964,1616.264424,3927,YES,Quakers Hill Plaza,502333.0515,Quakers Hill
3928,3018.174603,23996.5252,129244.8848,1396.228439,3928,YES,Quakers Hill_Greenhalgh Reserve,444893.8791,Quakers Hill
3929,1915.201042,30667.92254,104118.9243,1426.14834,3929,YES,Acacia Gardens_Corbin Reserve,511789.4912,Quakers Hill
3930,3412.93549,39676.86773,147578.9205,3962,3930,YES,Acacia Gardens_Waite Reserve,944898.0497,Acacia Gardens
3931,17.36583452,222.883225,4400.615653,4.68E-05,3931,YES,Riverstone_Richmond Road North,3375275.515,Riverstone - Marsden Park
3933,2680.76036,6286.738196,22224.69174,159.7733473,3933,YES,Vineyard Public School,1157725.626,Riverstone - Marsden Park
3934,2687.572617,6732.52427,30338.81882,4.68E-05,3934,YES,Riverstone Sewage Treatment Plant,1473746.318,Riverstone - Marsden Park
3935,2824.685809,3666.25545,7993.93245,702.6142448,3935,YES,Riverstone_Victoria St and Hamilton St,2548408.859,Riverstone - Marsden Park
3936,21.52170919,192.4812353,192.4812353,21.05588431,3936,YES,Riverstone_Wianamatta Creek,4182937.788,Riverstone - Marsden Park
3937,3426.711333,9118.21244,58105.71001,11.21671008,3937,YES,Riverstone_North of Station,1324034.8,Riverstone - Marsden Park
3938,544.9950061,3480.051935,21317.51382,179.6448478,3938,YES,Riverstone_Garfield Rd and Clarke St,2565221.338,Riverstone - Marsden Park
3939,3310.213871,18636.56219,84560.79425,29.64322164,3939,YES,Proposed Rouse Hill Regional Park,1633721.142,Riverstone - Marsden Park
3940,3474.948605,9218.204386,52864.70539,2627.648597,3940,YES,Riverstone Station_East,1090127.516,Riverstone - Marsden Park
3941,1544.381771,4336.874754,30725.83884,157.3803064,3941,YES,Riverstone High School,1493389.976,Riverstone - Marsden Park
3942,75.04056826,264.2398454,1768.628345,312.3278587,3942,YES,Riverstone_Cleveland Road and Farm Road,3163275.486,Riverstone - Marsden Park
3943,627.5940789,4758.338663,49732.1066,74.7031283,3943,YES,Rouse Hill Regional Park,1570572.85,Riverstone - Marsden Park
3944,1732.465582,9867.302497,79683.34541,2516.536603,3944,YES,Riverstone Public School,931253.8986,Riverstone - Marsden Park
3945,264.2398454,1546.053069,4114.834333,121.4135121,3945,YES,Riverstone Cemetery,1164702.071,Riverstone - Marsden Park
3946,1761.018997,3091.612059,39391.74396,649.9967384,3946,YES,Riverstone_McCulloch St and Cranbourne St,1532359.186,Riverstone - Marsden Park
3947,26.84183641,26.84183641,956.7023762,68.60645355,3947,YES,Marsden Park_Wianamatta Creek,2229154.471,Riverstone - Marsden Park
3948,5814.013619,54184.63343,201792.1205,79.11980954,3948,YES,Rouse Hill_Tallawong Rd and Macquarie Rd,779871.3555,Riverstone - Marsden Park
3949,3561.360038,18284.83302,82052.02086,181.2076339,3949,YES,Vinegar Hill,774216.032,Riverstone - Marsden Park
3950,85.54903892,222.883225,2391.879162,90.42064785,3950,YES,Marsden Park_Clydesdale Dairy,2937935.643,Riverstone - Marsden Park
3951,215.4795645,2017.674109,4621.008133,201.3115428,3951,YES,Riverstone,1720157.642,Riverstone - Marsden Park
3952,1550.737224,20491.808,118583.8839,29.974464,3952,YES,Schofields_Boundary Rd and Gordon Rd,645806.4613,Riverstone - Marsden Park
3953,1105.867658,15204.15476,96245.82803,1756.189062,3953,YES,Schofields Park,1480340.171,Riverstone - Marsden Park
3954,124.7479496,503.0278007,3736.364124,131.1888992,3954,YES,Marsden Park Public School,898091.3752,Riverstone - Marsden Park
3955,451.5938754,2101.110755,32382.26601,209.5252396,3955,YES,Schofields_Vine St East and Carnarvon Rd,1177074.204,Riverstone - Marsden Park
3956,1363.052098,2100.761367,15822.67222,128.2386112,3956,YES,Marsden Park,4166714.352,Riverstone - Marsden Park
3957,595.9176669,7816.475458,75280.78435,647.3385321,3957,YES,Schofields_St Josephs,1232822.16,Riverstone - Marsden Park
3958,1005.928928,20945.74563,155045.432,367.0755926,3958,YES,Schofields_Pelican Rd and Burdekin Rd,1406143.955,Riverstone - Marsden Park
3959,651.6927701,5860.243672,75548.82324,739.2780026,3959,YES,Schofields_St Josephs catholic Primary School,1133364.292,Riverstone - Marsden Park
3960,1264.698422,7279.82876,68665.68986,1156.493735,3960,YES,Schofields_Fire Station,680997.1084,Riverstone - Marsden Park
3961,24.3808327,1551.572264,6242.151767,81.47898421,3961,YES,Glengarrie Trial Track,2024807.297,Riverstone - Marsden Park
3962,387.4416004,8261.472823,74335.33436,179.8562741,3962,YES,Blacktown Equestrian Centre,1852527.643,Riverstone - Marsden Park
3963,276.8955357,12904.52271,102131.9128,4.68E-05,3963,YES,Schofields_New Station,956691.7965,Riverstone - Marsden Park
3964,337.2690276,1205.910721,36256.29869,240.2421991,3964,YES,Grange Avenue Reserve,2356942.973,Riverstone - Marsden Park
3965,213.0340305,213.0340305,1495.248655,419.4228052,3965,YES,Shanes Park_Shane Park Rd and Whites Rd,3158656.408,Riverstone - Marsden Park
3966,18.19375828,36.99646013,744.7403796,4.68E-05,3966,YES,Shanes Park_AirServices Australia,2742560.519,Riverstone - Marsden Park
3967,18.80270185,36.99646013,36.99646013,4.68E-05,3967,YES,Shanes Park,2834355.447,Riverstone - Marsden Park
3968,1140.168873,1731.463129,18061.56633,278.9083374,3968,YES,Marsden Park_Al-Masjid Bait-Ul Huda Mosque,4900785.943,Riverstone - Marsden Park
3969,54.91626947,92.54413286,331.8118051,4.68E-05,3969,YES,Former Schofields Aerodrome,1396254.625,Riverstone - Marsden Park
3970,307.5075947,2170.334588,25663.31303,1983.999829,3970,YES,Stonecutters Ridge Golf Course,3410977.996,Riverstone - Marsden Park
3971,57.01548444,4511.104054,52977.59434,103.063915,3971,YES,Rouse Hill_Tallawong Rd and Guntawong Rd,715030.8583,Riverstone - Marsden Park
3972,1805.259291,38759.07088,132692.6963,18.5709351,3972,YES,Rouse Hill_Gordon Rd and Oak St,680066.7942,Riverstone - Marsden Park
3973,2092.300958,41455.42048,142251.177,32.37995935,3973,YES,Rouse Hill_Bella Parade and Barbola St,309722.5666,Riverstone - Marsden Park
3974,401.8385908,2715.713985,42440.18147,30.89682433,3974,YES,Schofields_First Ponds Creek,665678.1587,Riverstone - Marsden Park
4000,5799.954015,14475.5077,55518.12693,4403.071525,4000,YES,Bidwill High School,1510036.326,Bidwill - Hebersham - Emerton
4001,1976.461888,11914.33696,41788.00549,3536.421129,4001,YES,Blackett,1061254.135,Bidwill - Hebersham - Emerton
4002,4419.743221,17134.48593,53416.42425,2695.558801,4002,YES,Blackett Heights Reserve,670757.3195,Bidwill - Hebersham - Emerton
4003,1648.487809,15121.95041,59483.17941,2312.930636,4003,YES,Emerton Village Shopping Centre,894063.3935,Bidwill - Hebersham - Emerton
4004,5301.598852,13690.91892,52397.60739,2847.533919,4004,YES,Mount Druitt High School,939904.228,Bidwill - Hebersham - Emerton
4005,5888.094781,14341.67396,75051.41139,3152.48399,4005,YES,Hebersham Primary School,1007228.221,Bidwill - Hebersham - Emerton
4008,1289.558135,24155.83327,98862.05311,3316.777985,4008,YES,Dean Park Shopping Centre,1568088.405,Glendenning - Dean Park
4009,4018.730359,15542.43229,48223.16388,3046.784368,4009,YES,Glendenning Public School,712225.1988,Glendenning - Dean Park
4010,4018.730359,18726.93122,58475.42887,2263.268028,4010,YES,Glendenning,716622.6769,Glendenning - Dean Park
4011,6450.49332,16553.70095,39646.80522,18.16953786,4011,YES,Blacktown City Canine Centre,1243926.272,Glendenning - Dean Park
4012,6623.147586,12714.53008,36884.48071,8.22E-05,4012,YES,Glendenning Industrial Area_Glendenning Rd and Kilto Cr,892587.7317,Glendenning - Dean Park
4015,1432.96311,10821.65403,47212.27176,4648.436358,4015,YES,Hassall Grove Plaza,1218294.002,Hassall Grove - Plumpton
4016,1788.795465,14649.63089,47912.63315,3144.942139,4016,YES,Oakhurst_Hanna Reserve,836755.204,Hassall Grove - Plumpton
4017,1879.709683,18103.65919,45107.09583,2414.187967,4017,YES,Oakhurst,805211.1425,Hassall Grove - Plumpton
4018,2798.308965,17664.11555,48725.80771,1619.455317,4018,YES,Oakhurst_Sir Douglas Mawson Reserve,381112.7542,Hassall Grove - Plumpton
4019,3857.020009,21388.79261,73400.04024,3973.724277,4019,YES,Plumpton Market Place,1300137.106,Hassall Grove - Plumpton
4020,7326.139558,22351.38793,50077.61031,3398.083818,4020,YES,Alroy House Plumpton,881562.5538,Hassall Grove - Plumpton
4021,3524.928293,16047.30141,62970.39352,2116.170124,4021,YES,Plumpton Park,770947.4189,Hassall Grove - Plumpton
4024,908.0563168,4149.458331,23334.74479,2498.000001,4024,YES,Willmot,1267627.762,Lethbridge Park - Tregear
4025,35.75906871,530.4689577,6384.883715,1271.274803,4025,YES,Ropes Crossing,3421878.701,Lethbridge Park - Tregear
4026,1042.059993,8351.434237,31285.08483,3553,4026,YES,Shalvey High School,1226563.606,Lethbridge Park - Tregear
4027,494.709889,15624.62283,48193.94388,5079.725196,4027,YES,St Marys_Susannah Dr and Pulley Dr,2071212.821,Lethbridge Park - Tregear
4028,2016.731669,13231.72271,60151.60891,4877,4028,YES,Lethbridge Park,1620633.538,Lethbridge Park - Tregear
4029,1715.932368,15022.9671,67775.46225,4004,4029,YES,Tregear,1638581.905,Lethbridge Park - Tregear
4032,6263.231404,24923.46529,99332.03318,4257.565827,4032,YES,Whalan Primary School,1127603.384,Mount Druitt - Whalan
4033,1998.211932,9553.712305,48491.00495,1936.256883,4033,YES,Whalan High School,1701886.179,Mount Druitt - Whalan
4034,5835.521797,21723.21176,91678.68501,3906.517958,4034,YES,Mount Druitt_North,661900.7705,Mount Druitt - Whalan
4035,6821.327138,40643.58835,181367.7975,5017.666974,4035,YES,Mount Druitt_South,592596.5257,Mount Druitt - Whalan
4036,5648.549533,23256.40103,96390.18793,6.233691287,4036,YES,Cumberland Industries,595982.8933,Mount Druitt - Whalan
4037,18083.2094,89564.22301,258184.7438,818.1091148,4037,YES,Westfield_Mt Druitt Station_North,567030.0321,Mount Druitt - Whalan
4038,6596.916041,37279.04086,176683.0626,5.643700908,4038,YES,Mount Druitt Hospital _ TAFE,468421.3746,Mount Druitt - Whalan
4039,11227.75096,25296.41825,97198.27387,4106.546986,4039,YES,Mount Druitt_Mount Druitt Rd and Durham St,1500959.086,Mount Druitt - Whalan
4040,10303.34214,44385.35644,198049.4517,3446.458866,4040,YES,Mount Druitt Station_South,1452367.04,Mount Druitt - Whalan
4043,7117.353075,20445.93736,42802.90051,32.58404002,4043,YES,Arndell Park,1975819.093,Prospect Reservoir
4044,12651.72627,38393.89147,94055.77968,0.000104441,4044,YES,Huntingwood Industrial Area,1720258.454,Prospect Reservoir
4045,8615.141328,22917.584,44217.12019,0.000104441,4045,YES,Hanson Wallgrove Quarry,11242312.3,Prospect Reservoir
4046,1526.632085,1526.632085,13654.40722,9.309726436,4046,YES,Eastern Creek Raceway,10660810.67,Prospect Reservoir
4047,1.39E-06,10885.92874,10885.92882,0.000104441,4047,YES,Prospect Reservoir,5037222.418,Prospect Reservoir
4048,1497.644644,22461.73767,134901.7011,2320.069663,4048,YES,Rooty Hill_Hamrun Circuit and Willis St,674630.1889,Rooty Hill - Minchinbury
4049,5306.555221,28197.60677,156891.3419,3799.15418,4049,YES,Rooty Hill,884146.605,Rooty Hill - Minchinbury
4050,3472.566239,9110.742806,21154.54241,9.84E-05,4050,YES,Glendenning Industrial Area_Southern End,929978.9779,Rooty Hill - Minchinbury
